block_time,tx_hash,price_amount_raw
2023-01-03 10:43:16,0x82c0aca8e719a5c9d12bc15f5b03bf4a1ae903f22f07a21ea08bbd292a39ea60,167000000000000000000
2023-01-03 02:05:53,0xd9fa0a0b8ae2156191928ebe1e340fa0a21ed93834e82e690fb282d3176f86d1,2500000000000000000
2023-01-06 08:04:03,0xef66cb43f806fe629e92a5eaa2d6b06b896be8b30b4164a41312982b2153f0fa,199000000000000000000
2023-01-06 06:45:49,0xf4cde46ce667f544be5ccbc2045064e8e6fa1a06af79f6ebbba096ae6c73a38e,36000000000000000000
2023-01-05 16:17:44,0xfdda8f7a26172ed17d4a9d860c7001893f206aab449d180df6a4120d889a9084,50000000000000000000
2023-01-08 21:34:52,0x1ceb8464e808c71fe99e1c8689c78350450669021aafa4276b4bbf14819acaa1,299000000000000000000
2023-01-02 15:48:41,0xa292f7112d0b0e95da06bd9a3570bc83a7e988f3866142b45288a8fe71d47653,155000000000000000000
2023-01-03 02:08:47,0x7410f7d54190787378c42112684bf9608f7373f941909977d797798f663fb3c6,4000000000000000000
2023-01-05 04:35:15,0xa4973caf4e074a198ef769392d4a778af2857bdb382c4cac00a4075b6c666af0,47500000000000000000
2023-01-02 13:36:34,0x23b5e3f333e5598290c5211c0d0e8178226da8dd5c05d3498e9ba9fb58e258d9,149000000000000000000
2023-01-02 15:52:03,0x7c042c16571b755fe87378402e1a13e8950a121e975ac12c839ce9447a3e96cf,178000000000000000000
2023-01-05 20:07:35,0xb941ea8521736f8e5bb5b169dec263604d21df56c8c6e328c67c4a234fd0976e,37770000000000000000
2023-01-06 02:30:42,0xc8551217596381240e07350d1dac97ad49e3fb0c71ea785e1f47bb5f70bb767f,600000000000000000000
2023-01-07 14:32:36,0x2eb21fa47828426dad87f636c5aa0a9bde45584fbcabfa1c06477c29f415ebe9,17000000000000000000000
2023-01-05 17:07:08,0x365efafbd87606f01589e104955e889ab8675155177258946aac15206697a7e9,190000000000000000000
2023-01-08 07:06:23,0x8a8ba0bf4ffa0433a156136802bafe0b9ce00d75bb0a204b3604bf31930f614e,170000000000000000000
2023-01-03 10:44:40,0x4c65ed0b02135bf17814718e0039e5daf9f12600de20ff540a2a34fae42150f7,169000000000000000000
2023-01-05 08:17:37,0x971e2530a2089c6f68f96b7b610cca786ebe8c10cccabfacec00dabb885e8548,173000000000000000000
2023-01-05 23:57:06,0xfeefa139f63dd82be1101269264434c1d94fb40f07ab204093fd2fe8358d5ae8,10000000000000000000
2023-01-03 04:12:03,0x6dac3fcd761e0809ff2d6e9c1d3c5c1cee76c40b534a8508b94d9596409cc94e,700000000000000000000
2023-01-05 16:13:44,0xe3cdfa62d1bd91ec8625d97492ad0af6e8fe59103aaae009fe6c33374b49fdf8,9690000000000000000
2023-01-09 05:19:55,0xf11b0762da08c9262f80538b4e20f0f224512ad039915b516ad0dcc65a91e8e0,69000000000000000000
2023-01-08 08:15:48,0x0a87d1bc94709e95acee0525e296cd6c268db9ee07ad7aff907ae33ddc12ca38,750000000000000000000
2023-01-09 21:48:16,0x11fe8373dbfa67bb9a06eb79cd5a9028bf4c5a685f03f0544d027b3b3a77c176,180000000000000000000
2023-01-08 00:20:02,0x3f5e0237fb80ec639a22b39b3d3896dc90c06cbfadf596933eb5fe685e145189,640000000
2023-01-02 15:50:17,0x58f2ebcc8e74eec5432dd69c2ec2a341544a75436a5e299550084add2fc38352,169000000000000000000
2023-01-04 21:32:40,0x866da5f8d89f727b7a0b52475a1bf0fdc4cbd4609cc2d31a62d3cafca653f78a,40000000000000000000
2023-01-03 02:17:29,0x93a496a0268a57840467dc97290e8ebf00501d0c63d51e25feae4c4af9677d5e,2000000000000000000
2023-01-06 12:07:47,0xab385eb972526692026a8952f4d46f41dbb86c59d575494214f210e337080b04,660000000
2023-01-02 11:27:11,0xab3eede379aac051c63d08f2d6adcb2b41262405c6ed1c61742fd5491489b165,49000000000000000000
2023-01-04 23:39:37,0xe0518da8a53c2880af9821ad8c4d834b2da0ae4a868e07698af6d968f00fbd8f,5000000000000000000
2023-01-01 15:29:34,0xe0b412033941f7ee06c58082e0a9142c244f6f6db616a5c485f40d36da0f6b50,40000000000000000000
2023-01-08 21:11:52,0x3d0f543cac5595b06efc0d5de3392a48faec277f8b4f37fe695c88a17dfa10df,190000000000000000000
2023-01-05 16:03:48,0xa25b65252a9f2297f9e0bc75a017cfeb76bc8c3d246e18e2ac66703fe8da8f2a,3800000000000000000
2023-01-05 16:09:00,0x4942751590ee16266748083214befc91eb6bc52ef7c1ba563a16d810ad0dd36b,5000000000000000000
2023-01-06 00:31:40,0xafa3fc1efdc2a406aa9d38d496694a535225a6ecdb0319defbd82f00ba44c70c,345000000000000000000
2023-01-08 16:43:08,0xc1e7968d691e87ee5ba13caaf7036d2609516ac28cf5b31af79a03c06ef287df,5000000000000000000
2023-01-05 23:03:22,0x32b70658b3584c814fa2dfc5ac1aff989c2a9b5777dbf3cc02b674059d57d276,169000000000000000000
2023-01-05 13:53:35,0x58fc0894bd82ec511346531ca132e531a8d16e97314f76c93b423b407da8e7bc,110000000000000000000
2023-01-08 03:07:20,0x32a442429b1e3c91f24ffe4954291ea3bf741e5a5ab1cea530dd163ab8e78ebf,13800000000000000000
2023-01-05 04:35:57,0x60730ef794aa41581d7c1d826de20348cda4d5ed25c431f61c2a7fef6ac162ba,49000000000000000000
2023-01-05 18:25:46,0xb82b3412aa2940aa41965b776ea2162f0ba49acb4fe0584decd3333e87a5c189,765000000000000000000
2023-01-09 04:14:24,0x645f8c934e2e77a9b54c2207e705074b71c85267d8264074457c301b78b8bb25,10500000000000000000000
2023-01-04 23:28:55,0x7252f1c0ce82bad3485aa666050025d4e93f2dd5a0e6b72721747aed2f55ce24,3000000000000000000
2023-01-08 05:51:34,0x8a03d603bbbbbbb0a8a3bbfac6c063339c0e80e3ba036c54ab95e95ab29c03f0,4000000000000000000000
2023-01-05 23:58:34,0x9c9f6640e4fd457ed07845e9450157bff00ad9e22530f59541ea4be4beeac473,10000000000000000000
2023-01-06 17:26:08,0xbe0eb2c45ac0b37a9feb159de8c74063594bcb42d9af117bf264e70871b5d5f7,30000000000000000000
2023-01-04 15:17:29,0xd34e320e03c25327db385668a25871c0054c0c5a24b490c9f1c25bb082cef6be,5000000000000000000
2023-01-07 12:07:23,0x124b8e9c394150897cbdd7fe9205f1cf3c6898665f3ab8c8a741eee97a04d694,3000000000000000000
2023-01-02 15:49:15,0x1d8cb76f4ce63a9ccc8838fe850c9c67bdd4caa0e281fcbc4793bf894d1447a2,155000000000000000000
2023-01-06 08:41:55,0xc7b24aa6f11192da9ec4d027a6a83176a5e061dd298eddb83528e63b1611a84f,45000000000000000000
2023-01-09 15:15:31,0xf86fc195e6272f44eb2f6fbc84e36825d84c6e081b8241ccdba177e4ec7b83ce,179000000000000000000
2023-01-05 16:08:22,0x2f84161075ed94c7d93c235458f75f2e5f4126195d7b248dec5adbd32e5664f8,4200000000000000000
2023-01-05 17:42:04,0xef54db6bec0115aaaece5280abd52ec552797884440867b6eee96dd2564d9f8b,37000000000000000000
2023-01-04 21:45:16,0x1ead30f8110fe9564c86e8bc063bfd3dd3448dda8f6f1015f7972ad28ceb4d12,750000000000000000000
2023-01-04 15:42:09,0x85b522ba685978aa6b97941ca18065434f82512068b9c398f67e9986233afa1a,125000000000000000000
2023-01-03 17:45:14,0xc72c697ed711cfe38d499e5cfd84c74bca343379f39b5a634d4e9e2f6b82e4c9,40000000000000000000
2023-01-02 14:53:11,0xe9e0017bdf34b079b8b151bdd5ef4bc9acc42c0323b510f6f9a702b0e540c8d1,3500000000000000000
2023-01-01 11:09:09,0x9e0debd14aa4a7777340c2636446f77c8590de65933fa266bc75f11509e78990,240000000000000000000
2023-01-05 15:27:46,0x22073db4a2284b848d9292dceda6ff7d33e0f9d8a2a35cd8b33cd3c6176c8e31,139000000000000000000
2023-01-06 16:22:34,0x2488fcfde0cfc21f95b6926606dfb238dc3b19f63905358e2d7871492718112a,18888000000000000000000
2023-01-04 12:17:59,0x74694e21fd7273f6f5ff8980c5360797b3fe8938ed3e1f254df1b2a0b7868cd5,8000000000000000000
2023-01-05 03:43:06,0xd94763aa25083ba933055dfa1a66ad09dc35218d5a2519f334ecc2b62dfed876,440000000000000000000
