tx_hash,block_time,token_id,amount_original,buyer,seller,platform_fee_amount,royalty_fee_amount
0xee40e0dd4a13b465f16875c4d1233d1c2ab54be3a5c81fec310a954e7fc78ff5,2022-05-23T23:57:33Z,3026,0.005,0x97b76919c623a0c546a016b968fc504bfff79536,0x1e82e222564293e3507c2966b27f587ee2570671,0.000125,0
0x00e218316902cf50faad12c05834318d0ac141b695f6077d03a5e260aebaabb9,2022-05-23T23:57:23Z,2424,0.025,0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,0x888e44eccad0dbc2afa7a7f4b1a65e14fc9cd561,0.000625,0.00125
0x00e218316902cf50faad12c05834318d0ac141b695f6077d03a5e260aebaabb9,2022-05-23T23:57:23Z,6092,0.02,0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,0xf1eeca8fc61af3ae0930dfcf71db4f5e03e194ca,0.0005,0.001
0x60a7ccdd7788aa1805810fa4685797b9b773db4ab9a88e1ea156e957083770c8,2022-05-23T23:57:23Z,3778,0.019,0x8cc1cc2a1029efe78314366e908cb05a85075e30,0x0b6815f3b55f1fe72ee9247df16c8efa7011d751,0.000475,0.001311
0x798a2728128f9d54d8c5a81f03aebde9738ee6561f8d2d127feed1d0e77b6e23,2022-05-23T23:57:23Z,1279,0.015987,0x34e73383017a326cdbc1f126409ca3508e526290,0xee117ed698f64ad38c3a3460c840ff0f81b05fb5,0.000399675,0.00127896
0x7d5213504c6a975ad71c775b7c1f9b13cde0e00531650455c451771447a3cb77,2022-05-23T23:57:23Z,1346,0.05,0x6ec67420c1c2e2fd6f5e27c412be5af822f7b4f7,0x4eb94ba4a67dcf20a2544b71b6d29f159a0127c3,0.00125,0.003
0xa80bf189df47751291b0d9582b665d3e9dd88573a7404dd15116a1005fb84e7a,2022-05-23T23:57:23Z,5417,0.00266,0x2389b162e4d22ad91b8820da0652f6cf115f33d5,0x45552e83823c69b56e71a3da8c7249c9fea0999e,6.65e-05,0.000266
0xe41801110141b64a92fa08009d20a1508a26d427477e92f6508b5464537786fe,2022-05-23T23:57:23Z,3136,0.018,0x96dfe0421f5cf0c33903ccb71f118fb8596195c7,0xfb9f48cd3a11594b1a6cb61ba3a84ea594c171ec,0.00045,0
0x0687d41eb46e518fa24d4f1019ab24aa2d603507edb99bc49a42266d5faea8ff,2022-05-23T23:57:12Z,2,0,0x69023dddab45f345f2b683c180001d017fc0a540,0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0,0
0x155764894c6fb7df4bc4936fea9cef62a4bfa7763f6b9302df25a6180a3c5187,2022-05-23T23:57:12Z,7493,0.037,0xec7230493f7cadbe86ee28227b61b0936202a248,0xda45647ab8296c36f2f7640c841e1a27a8423d41,0.000925,0.00185
0x1e9350a3a522217f5b843ef5c1b9ef83241de8e554d82bf2993db76b897f7b6b,2022-05-23T23:57:12Z,12,0.989,0x134853632a4a7a58acf197a0bd681e8d3db4558e,0xb32ec9935f9131d7f3d0b3ad1c28ca60f828a395,0.024725,0.074175
0x16430ab60df887f761a829afaa3f34829545418a84da622b34384b404b6d6f9c,2022-05-23T23:57:12Z,2222,0.02345,0xb35f1a4333c9a7b7a22fe6b99e73069937b9e22c,0x4989b726e1ae43976c645711b137f6abe1572472,0.00058625,0.0011725
0x29bd98c9f450fddfbeabd6536ff8a5b1262cd811f6d65cd8d67c3ae0606d9b35,2022-05-23T23:57:12Z,486,0.075,0x9bf1c84609d9431efcafcc6c9774f96a155d2144,0x4078cd9c71d0ada452dfb2f0242e8cfe0ff2f353,0.001875,0.005625
0x329fcd01cb9fed5a157a92bc013ca79d9b932effe92a7a26642c92595f0f0ef5,2022-05-23T23:57:12Z,1975,0.044,0x3d1dec57ba8965e1c2645fdc4589978f9e8f7c89,0xb5cc76cfd89d675b3ba6937fff34394ef824941d,0.0011,0.0044
0x398832e5d65e4df93a531d109b7cffa245715184bc21cac32c3c148d26aba7b0,2022-05-23T23:57:12Z,80,0.05,0x4fd5737c0a074ed994ba0ac60cbd383da69454c1,0x75e65c870840efb6680b415621356a31dddd30ad,0,0.0025
