blockchain,project,version,nft_contract_address,token_id,token_standard,trade_category,buyer,seller,project_contract_address,aggregator_name,aggregator_address,tx_from,tx_to,block_time,block_date,block_number,tx_hash,unique_trade_id,buyer_first_funded_by,seller_first_funded_by,same_buyer_seller,back_and_forth_trade,bought_it_three_times_within_a_week,funded_by_same_wallet,is_wash_trade
ethereum,opensea,v3,0x239adeeed414d163214d9b8a563c862dcf2206d0,8362,erc721,Buy,0x6742dc28e16fe31189eb111b1ab6bb953561b6b0,0xe4b76869e6a75af15721da6debe652666f905b35,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0x6742dc28e16fe31189eb111b1ab6bb953561b6b0,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T04:14:35Z,2022-11-20T00:00:00Z,16008773,0xdb2dbe8b144367178d157cc308b9e973f553729bbd5bf7ee25fd5336d1df55d0,seaport-0xdb2dbe8b144367178d157cc308b9e973f553729bbd5bf7ee25fd5336d1df55d0-96-0x239adeeed414d163214d9b8a563c862dcf2206d0-8362-1,,,false,false,false,false,false
ethereum,opensea,v3,0xf048cbaad26c1a35e7a04e126fdeb9c8045e676b,6996,erc721,Buy,0xc0619bb479af57e9e76c1fb24bde919364291dca,0x6322318c32c792a832bd9331fe063c47d091c2e7,0x00000000006c3852cbef3e08e8df289169ede581,,,0xc0619bb479af57e9e76c1fb24bde919364291dca,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T18:32:35Z,2022-11-20T00:00:00Z,16013037,0x416087b74ce3536959a9bd3e01d357ca22104b3a996acc26cfb4308046210d39,seaport-0x416087b74ce3536959a9bd3e01d357ca22104b3a996acc26cfb4308046210d39-201-0xf048cbaad26c1a35e7a04e126fdeb9c8045e676b-6996-1,,,false,false,false,false,false
ethereum,opensea,v3,0xff1f1a1125184c5ad03a508ee210dc5ef3741b09,416,erc721,Offer Accepted,0x3abc06d098e021e2524a12271cf781112d56fb64,0xe0739397385339a27e8f40ce8d2faa6c13353421,0x00000000006c3852cbef3e08e8df289169ede581,,,0xe0739397385339a27e8f40ce8d2faa6c13353421,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T20:03:47Z,2022-11-20T00:00:00Z,16013490,0xf031e72fc9ea8d9dd179675bcc82ff3120384154ff7932ca17005787b44b29de,seaport-0xf031e72fc9ea8d9dd179675bcc82ff3120384154ff7932ca17005787b44b29de-483-0xff1f1a1125184c5ad03a508ee210dc5ef3741b09-416-1,,,false,false,false,false,false
ethereum,opensea,v3,0x705b9dbd0d5607beafe12e2fb74d64268d3ba35f,7896,erc721,Buy,0x5781b120bd16bb698ba6cfea52fa330854adc70f,0xd36ecaa12a7349a20230a6b6f4aec070f875eabc,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2e8cc0c30e447c5679886e0d2b97ada74664127d,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T20:32:59Z,2022-11-20T00:00:00Z,16013636,0x7338ed5d21cdd262f4e6752e7266150962b6578f4d0839e7f1de3a106a60e33a,seaport-0x7338ed5d21cdd262f4e6752e7266150962b6578f4d0839e7f1de3a106a60e33a-222-0x705b9dbd0d5607beafe12e2fb74d64268d3ba35f-7896-1,,,false,false,false,false,false
ethereum,opensea,v3,0x7deda0afe6df3da6a85a87b371f8b464c30c6803,12132,erc721,Buy,0x2b45bd976c0e762fcd11f54d597a55711ef911b6,0xa671b4566810f22cc67ff7c52e6f7c0959880af8,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2b45bd976c0e762fcd11f54d597a55711ef911b6,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T19:07:59Z,2022-11-20T00:00:00Z,16013213,0xf47002c2ec5a169c42e4a97f300a458d7f172bfd963bfd44aa211bcbfa195e4c,seaport-0xf47002c2ec5a169c42e4a97f300a458d7f172bfd963bfd44aa211bcbfa195e4c-123-0x7deda0afe6df3da6a85a87b371f8b464c30c6803-12132-1,,,false,false,false,false,false
ethereum,opensea,v3,0x4c69dbc3a2aa3476c3f7a1227ab70950db1f4858,3586,erc721,Buy,0xa52166b0cc944cf65a496fb7e6d02124c8e52c9e,0x32047c3769a5e3a1025f4433e4748dc8199a054d,0x00000000006c3852cbef3e08e8df289169ede581,Element,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,0xa52166b0cc944cf65a496fb7e6d02124c8e52c9e,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,2022-11-20T10:15:59Z,2022-11-20T00:00:00Z,16010569,0x9ddbe8c198ab601f65035a11d6b0a851c66ffc5296eb2ea0b86fe265ae8c3841,seaport-0x9ddbe8c198ab601f65035a11d6b0a851c66ffc5296eb2ea0b86fe265ae8c3841-181-0x4c69dbc3a2aa3476c3f7a1227ab70950db1f4858-3586-1,,,false,false,false,false,false
ethereum,opensea,v3,0xa6d0eea3afab2696a840731537874e058bc8049f,2815,erc721,Buy,0xa34044a2d2a5daf3677cd175eac10db8aecaa143,0x6ee1e9fc50d672ba16a9c457ca6013c4202e614e,0x00000000006c3852cbef3e08e8df289169ede581,,,0xa34044a2d2a5daf3677cd175eac10db8aecaa143,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T03:02:11Z,2022-11-20T00:00:00Z,16008413,0x132d61a171d35fa163d25a528d14367fd4794c317e6dffa6091953b0a3b936a0,seaport-0x132d61a171d35fa163d25a528d14367fd4794c317e6dffa6091953b0a3b936a0-195-0xa6d0eea3afab2696a840731537874e058bc8049f-2815-1,,,false,false,false,false,false
ethereum,opensea,v3,0x8f0306ea33d90f1fd69e0aaf57bbe30a0d8aa0e0,6,erc721,Buy,0x96e3c65045f56fbcd527faa3e2486f661eb3e13d,0x8547ac5f5fddf192f287b4f8e04882407ea0ab02,0x00000000006c3852cbef3e08e8df289169ede581,,,0x96e3c65045f56fbcd527faa3e2486f661eb3e13d,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:04:47Z,2022-11-20T00:00:00Z,16011406,0xbdf77a379f0f3bec9f7141767602962d205defd8e0efe81892b90acaf89ca10f,seaport-0xbdf77a379f0f3bec9f7141767602962d205defd8e0efe81892b90acaf89ca10f-265-0x8f0306ea33d90f1fd69e0aaf57bbe30a0d8aa0e0-6-1,,,false,false,false,false,false
ethereum,opensea,v3,0x26baebef64ba69705adff49d3c10bf8ed5fe1573,2248,erc721,Buy,0x12bffb97f37606f273fea9f8892ee7e7964209b0,0x8fdd84ff989fb3fd20c39c5c0089d80af956f31a,0x00000000006c3852cbef3e08e8df289169ede581,,,0x12bffb97f37606f273fea9f8892ee7e7964209b0,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T06:52:23Z,2022-11-20T00:00:00Z,16009555,0x8110010e012995eb2937b47395d56e6418e5947b79e1e04482397e03220a9161,seaport-0x8110010e012995eb2937b47395d56e6418e5947b79e1e04482397e03220a9161-158-0x26baebef64ba69705adff49d3c10bf8ed5fe1573-2248-1,,,false,false,false,false,false
ethereum,opensea,v3,0x42026c4dbf2ead2ba951ccb3c321c49b7738cab4,2327,erc721,Buy,0x396362359eb6db27c75ca37bd8a209ebfdfef731,0xfd047bb5f223dc03f476f64a9674d6416ece3734,0x00000000006c3852cbef3e08e8df289169ede581,Element,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,0x396362359eb6db27c75ca37bd8a209ebfdfef731,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,2022-11-20T08:27:23Z,2022-11-20T00:00:00Z,16010029,0x9aba2cec63b50cc3c4af82da51b1663d314b5b11e80a4e489ec6bf86449c1167,seaport-0x9aba2cec63b50cc3c4af82da51b1663d314b5b11e80a4e489ec6bf86449c1167-126-0x42026c4dbf2ead2ba951ccb3c321c49b7738cab4-2327-1,,,false,false,false,false,false
ethereum,opensea,v3,0xa604060890923ff400e8c6f5290461a83aedacec,21268067734398430735571499013895637589466596907900904361002708760007962263602,erc1155,Buy,0x07fb0cf9a09453af23fa4ac760152a1a09dc3b73,0x2f054cbc89636f4d892bf3177b2a5c817a7a8c99,0x00000000006c3852cbef3e08e8df289169ede581,,,0x07fb0cf9a09453af23fa4ac760152a1a09dc3b73,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T20:29:59Z,2022-11-20T00:00:00Z,16013621,0x5048e6550a983383c4d1d36eb4dbe32b76bda9c82040afe0128d7652de8cc190,seaport-0x5048e6550a983383c4d1d36eb4dbe32b76bda9c82040afe0128d7652de8cc190-205-0xa604060890923ff400e8c6f5290461a83aedacec-21268067734398430735571499013895637589466596907900904361002708760007962263602-1,,,false,false,false,false,false
ethereum,opensea,v3,0x3f7e4b1ebe37788a941dc095ed56c8ab2bb2d402,7288,erc721,Buy,0x1a882fee3ef59077eedfc16f6862f97c62f553fc,0xc041b499614d4f03787241222c983706869e1275,0x00000000006c3852cbef3e08e8df289169ede581,,,0x1a882fee3ef59077eedfc16f6862f97c62f553fc,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:11:59Z,2022-11-20T00:00:00Z,16011442,0xa22d8560867a58022223e4b99f959aed8131d325c7e6ce848b0d27054746e58d,seaport-0xa22d8560867a58022223e4b99f959aed8131d325c7e6ce848b0d27054746e58d-108-0x3f7e4b1ebe37788a941dc095ed56c8ab2bb2d402-7288-1,,,false,false,false,false,false
ethereum,opensea,v3,0x8a2b94860e34f6fdd2bb76ee881b280598f759e2,7474,erc721,Buy,0x3261a7ec2dabbeb1a03561d06e6f61ffa03ae74c,0x5eafdeacdad70100add5de32115b287df5e12542,0x00000000006c3852cbef3e08e8df289169ede581,,,0x3261a7ec2dabbeb1a03561d06e6f61ffa03ae74c,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T14:03:47Z,2022-11-20T00:00:00Z,16011698,0xb3c992fdc6a85e14d11d700bc1e4ab671a4be03028e416112f5b9eda181c8eb4,seaport-0xb3c992fdc6a85e14d11d700bc1e4ab671a4be03028e416112f5b9eda181c8eb4-265-0x8a2b94860e34f6fdd2bb76ee881b280598f759e2-7474-1,,,false,false,false,false,false
ethereum,opensea,v3,0xabd93520096bc967da49fb7b2c14fd9e21b7956e,854,erc721,Buy,0xd90a0a0b96da4c5c5c8c56ba5fb30542ccf69ffb,0x05b4fe8499ee3cf3568fa51a3df7820a75d73921,0x00000000006c3852cbef3e08e8df289169ede581,,,0xd90a0a0b96da4c5c5c8c56ba5fb30542ccf69ffb,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T01:51:59Z,2022-11-20T00:00:00Z,16008062,0xb63a6633ed0e4966842cc791db033e83b98d36018bbbcc55c93111723dc7a068,seaport-0xb63a6633ed0e4966842cc791db033e83b98d36018bbbcc55c93111723dc7a068-162-0xabd93520096bc967da49fb7b2c14fd9e21b7956e-854-1,,,false,false,false,false,false
ethereum,opensea,v3,0x9121c7f5976692bc7f97cd380d19a7a7e1d0e0f5,1221,erc721,Buy,0x312da179c6341d40ee31fa435e5548e42431b9a1,0xb31d732de7c09276334135297298036cddad970a,0x00000000006c3852cbef3e08e8df289169ede581,,,0x312da179c6341d40ee31fa435e5548e42431b9a1,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T22:50:23Z,2022-11-20T00:00:00Z,16014319,0xbe7ad5dca969e8d0f923c3b8ed87353e799cd893b2196f891a768cd0b816cb1e,seaport-0xbe7ad5dca969e8d0f923c3b8ed87353e799cd893b2196f891a768cd0b816cb1e-128-0x9121c7f5976692bc7f97cd380d19a7a7e1d0e0f5-1221-1,,,false,false,false,false,false
ethereum,opensea,v3,0x8d58c070394265d733094b8841b0453bc6e510f1,1831,erc721,Buy,0x1618394ee5f220ce1403dde60190ff02ed66bc3d,0x5f1f138b8ac4d8917b86f29c2003bb93d065a84e,0x00000000006c3852cbef3e08e8df289169ede581,,,0x1618394ee5f220ce1403dde60190ff02ed66bc3d,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T17:00:23Z,2022-11-20T00:00:00Z,16012578,0x601c19fee06c6567031f7468bc2279640e2779c2fae4af09a9f3685e8183a9a0,seaport-0x601c19fee06c6567031f7468bc2279640e2779c2fae4af09a9f3685e8183a9a0-440-0x8d58c070394265d733094b8841b0453bc6e510f1-1831-1,,,false,false,false,false,false
ethereum,x2y2,v1,0xa30cf1135be5af62e412f22bd01069e2ceba8706,8256,erc721,Buy,0x2fd7a107328dd6e5ac618667ff895bbadd7d7935,0xae80a091efd5f808371c723f8ea82bb6560f9b10,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,Blur,,0x2fd7a107328dd6e5ac618667ff895bbadd7d7935,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,2022-11-20T12:22:59Z,2022-11-20T00:00:00Z,16011200,0x29dde801b8734c939fc430010318f57e2b86c41eed3446084e4dcf123200206d,x2y2-0x29dde801b8734c939fc430010318f57e2b86c41eed3446084e4dcf123200206d-0xa30cf1135be5af62e412f22bd01069e2ceba87068256-0xae80a091efd5f808371c723f8ea82bb6560f9b10-124122Trade,,,false,false,false,false,false
ethereum,opensea,v3,0xaf559c34d94b0fb7067b5911451fd031802547dd,6790,erc721,Buy,0x040965ab8380242d92533c285d415ec99bb36f59,0x2f6eea47160ca0ed967ef59d4167352fc1bf2ef2,0x00000000006c3852cbef3e08e8df289169ede581,,,0x040965ab8380242d92533c285d415ec99bb36f59,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T03:33:59Z,2022-11-20T00:00:00Z,16008572,0xe1199b71c219ecbf77c2231a25a5f04eadeaf875b430eb1d8addd92859ce1c33,seaport-0xe1199b71c219ecbf77c2231a25a5f04eadeaf875b430eb1d8addd92859ce1c33-83-0xaf559c34d94b0fb7067b5911451fd031802547dd-6790-1,,,false,false,false,false,false
ethereum,opensea,v3,0x753f10598c026e73182ca74ed33de05974b9f083,21870,erc721,Offer Accepted,0xb0731e3d450b8f6ad657c6acb78d68a8184b6d89,0xf8862dd9f600bfd77e1c976b63690d04df16795b,0x00000000006c3852cbef3e08e8df289169ede581,,,0xf8862dd9f600bfd77e1c976b63690d04df16795b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T04:09:23Z,2022-11-20T00:00:00Z,16008747,0x4f68949c91508f29534e23936827350eaf03cf4b5fa778abef3dbb528490d2e6,seaport-0x4f68949c91508f29534e23936827350eaf03cf4b5fa778abef3dbb528490d2e6-120-0x753f10598c026e73182ca74ed33de05974b9f083-21870-1,,,false,false,false,false,false
ethereum,opensea,v3,0xd16809c0a7d82c9e7552a01fd608fff90efb564f,507,erc721,Buy,0x75b03fbfcd3d33cb27cf522abacd6476722a9428,0x29d1f02ca1b461ec2ca1df52ea52f26d20cbee17,0x00000000006c3852cbef3e08e8df289169ede581,,,0x75b03fbfcd3d33cb27cf522abacd6476722a9428,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T17:51:11Z,2022-11-20T00:00:00Z,16012831,0xadda6984fa9852ed8ac7cecb8606934f1e25d9a4db6bfa0c005a0b1505c981c4,seaport-0xadda6984fa9852ed8ac7cecb8606934f1e25d9a4db6bfa0c005a0b1505c981c4-152-0xd16809c0a7d82c9e7552a01fd608fff90efb564f-507-1,,,false,false,false,false,false
ethereum,opensea,v3,0xc9f973e0a4ac0115b228d66511148b092feee67c,538,erc721,Buy,0x6a291acc7830ec64304acccd91e6ead85d40f280,0x4c95c2b38f0452453c2832688e26b576b15574fd,0x00000000006c3852cbef3e08e8df289169ede581,,,0x6a291acc7830ec64304acccd91e6ead85d40f280,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T10:03:47Z,2022-11-20T00:00:00Z,16010508,0xba20a1346981fa713634ac56c7c7eb6d968cb28e56f63ded052bafc8f2e5dcfb,seaport-0xba20a1346981fa713634ac56c7c7eb6d968cb28e56f63ded052bafc8f2e5dcfb-26-0xc9f973e0a4ac0115b228d66511148b092feee67c-538-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,564,erc721,Buy,0x8f4d71bbe00200f2f53a721c733ba84a8112952f,0x02dd83a2d0e79b9a0bebf75e0049e0d770b35c31,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0x8f4d71bbe00200f2f53a721c733ba84a8112952f,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T03:13:59Z,2022-11-20T00:00:00Z,16008472,0xfa066d89a97049c5a462405b3a99840e2f5d082c74d370abfc9f7d6ff7ddf93f,seaport-0xfa066d89a97049c5a462405b3a99840e2f5d082c74d370abfc9f7d6ff7ddf93f-145-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-564-1,,,false,false,false,false,false
ethereum,opensea,v3,0xc5c17c3d565169f6a968e33e7914bcd0e4894660,4556,erc721,Buy,0x4728ece4b8739867dbab2c2d31b68f2f5cf7ac65,0x3abc06d098e021e2524a12271cf781112d56fb64,0x00000000006c3852cbef3e08e8df289169ede581,,,0x4728ece4b8739867dbab2c2d31b68f2f5cf7ac65,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T06:08:35Z,2022-11-20T00:00:00Z,16009339,0x084fe410dd426f0fcb93775eef4dbb785ef36af6eda156dce696fcb932a98b7f,seaport-0x084fe410dd426f0fcb93775eef4dbb785ef36af6eda156dce696fcb932a98b7f-58-0xc5c17c3d565169f6a968e33e7914bcd0e4894660-4556-1,,,false,false,false,false,false
ethereum,opensea,v3,0x94693c9e342f759272d6f7b481703df8e83b1818,174,erc721,Buy,0x9987f8bb1bc07d9e4aa5303588e36b6eab926fa2,0x0998aaf11cee1bf5841c5fc15a0d61b82b721dd0,0x00000000006c3852cbef3e08e8df289169ede581,,,0x9987f8bb1bc07d9e4aa5303588e36b6eab926fa2,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:19:47Z,2022-11-20T00:00:00Z,16011481,0x8838dc791a5567be3b2b141ff72f186a0011b2837396fadee470ca291368f8cb,seaport-0x8838dc791a5567be3b2b141ff72f186a0011b2837396fadee470ca291368f8cb-239-0x94693c9e342f759272d6f7b481703df8e83b1818-174-1,,,false,false,false,false,false
ethereum,opensea,v3,0x2b9fd4d651414e51c9ba56ae1add36bb71cca24b,3812,erc721,Buy,0x18cbe20bc1ecb099ed973eaa7eb5224de954791c,0xdf6154bb07148419bbeac1aa9dcbd49b205388de,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2e03add83024dfc0ced2ff729e51b39cf9c27a92,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:25:23Z,2022-11-20T00:00:00Z,16011508,0x3ef6a2a40af5d4e0fd6de5c508526e7d7ba76b73514e5a7f7f17b5717e7cbf1b,seaport-0x3ef6a2a40af5d4e0fd6de5c508526e7d7ba76b73514e5a7f7f17b5717e7cbf1b-268-0x2b9fd4d651414e51c9ba56ae1add36bb71cca24b-3812-1,,,false,false,false,false,false
ethereum,opensea,v3,0x1a4041cce1aea5fff82e13780d1b1f522a047ef9,2141,erc721,Buy,0xb3691fe1ec4d22eba2840ba8199423d5231eb0f5,0xa11734380c4f3d27a3131d2378bd00c1480d00f4,0x00000000006c3852cbef3e08e8df289169ede581,,,0xb3691fe1ec4d22eba2840ba8199423d5231eb0f5,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T08:55:35Z,2022-11-20T00:00:00Z,16010169,0x1d6b12daf79714f0500687ff94240bd17c50fae74aff5a3fa9ad85f58b4cb6ab,seaport-0x1d6b12daf79714f0500687ff94240bd17c50fae74aff5a3fa9ad85f58b4cb6ab-52-0x1a4041cce1aea5fff82e13780d1b1f522a047ef9-2141-1,,,false,false,false,false,false
ethereum,opensea,v3,0xdad40fcd5e9b2b4866c9f75fa4120eedbf1035b0,3140,erc721,Buy,0x01e5ee1d44e8bca8158769d7fe6a511eb65d54a2,0x69acd6a01f115c0f272cc36afa5277c0a89d499d,0x00000000006c3852cbef3e08e8df289169ede581,,,0x01e5ee1d44e8bca8158769d7fe6a511eb65d54a2,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T01:51:59Z,2022-11-20T00:00:00Z,16008062,0xe66d7ecf03351e5bee44691ce208ca1466ed19541a4fda8af78e21bafb23aa47,seaport-0xe66d7ecf03351e5bee44691ce208ca1466ed19541a4fda8af78e21bafb23aa47-174-0xdad40fcd5e9b2b4866c9f75fa4120eedbf1035b0-3140-1,,,false,false,false,false,false
ethereum,opensea,v3,0xbd5fb504d4482ef4366dfa0c0edfb85ed50a9bbb,2924,erc721,Buy,0x42efcc69c95c9ca3dd3d8e13d5698cbcad31d09b,0x04dce2abe30ffab6e9f5b5bf26063e5c1bf14a74,0x00000000006c3852cbef3e08e8df289169ede581,,,0x42efcc69c95c9ca3dd3d8e13d5698cbcad31d09b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:55:35Z,2022-11-20T00:00:00Z,16011657,0xddf5a2bc0180421523df4ab854cee522d2bc2e4aa847f7baf3e5a1d066857766,seaport-0xddf5a2bc0180421523df4ab854cee522d2bc2e4aa847f7baf3e5a1d066857766-72-0xbd5fb504d4482ef4366dfa0c0edfb85ed50a9bbb-2924-1,,,false,false,false,false,false
ethereum,opensea,v3,0x365d87a8d31c656ed1479c0f54f19e3be9f19537,5268,erc721,Buy,0x3d606339661eb28bdbad50aab4416236190f2987,0xbc17f6fe7ca250bbd95809c17d4b7237069b5750,0x00000000006c3852cbef3e08e8df289169ede581,Element,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,0x3d606339661eb28bdbad50aab4416236190f2987,0xb4e7b8946fa2b35912cc0581772cccd69a33000c,2022-11-20T18:13:47Z,2022-11-20T00:00:00Z,16012944,0x51290caf6c831878762579bea03a06fdd4e718149998afc8c1465bf5b0e53738,seaport-0x51290caf6c831878762579bea03a06fdd4e718149998afc8c1465bf5b0e53738-205-0x365d87a8d31c656ed1479c0f54f19e3be9f19537-5268-1,,,false,false,false,false,false
ethereum,opensea,v3,0x9f648eef45b73e1a32ce7b624a44266226a85d88,2486,erc721,Offer Accepted,0x24eb3f1e565ebe750ed69796379e71a81cc006c0,0x0692e2d85da72d0a6430d6105a4b980e152a02f1,0x00000000006c3852cbef3e08e8df289169ede581,,,0x0692e2d85da72d0a6430d6105a4b980e152a02f1,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T02:52:59Z,2022-11-20T00:00:00Z,16008367,0x094b12efadde723170202f6f5d7055589e412d5a72add3df5fcccc2b35fb5fa5,seaport-0x094b12efadde723170202f6f5d7055589e412d5a72add3df5fcccc2b35fb5fa5-62-0x9f648eef45b73e1a32ce7b624a44266226a85d88-2486-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,920,erc721,Buy,0xa1be3e2a459c1036954b848a035e0aa758857b22,0x776290103b99f8012cc7cb80da3035e66502fd5b,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0xa1be3e2a459c1036954b848a035e0aa758857b22,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T14:24:23Z,2022-11-20T00:00:00Z,16011800,0xb98251f040614441e992f373968d7ebda8c7569e90af3b89f99288fc538e6898,seaport-0xb98251f040614441e992f373968d7ebda8c7569e90af3b89f99288fc538e6898-265-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-920-1,,,false,false,false,false,false
