evt_tx_hash,evt_block_time,borrower,lender,collectionContract,tokenId,apr,duration,source,eth,usd,status,currency,principal_raw,collectionName
0x561bd9fc3cf50bd00a0c8a4f0a583d416474f87ddae29fe2e452d5661a2aa946,2020-06-17T04:04:47Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0xc35a5fec6be6957899e15559be252db882220b37,0x79986af15539de2db9a5086382daeda917a9cf0c,3126,73,30,NFTFi,0.5,112.2,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500000000000000000,Cryptovoxels
0x0c9095b3b46e9823a9325e614980518b81b9b5dd852aea46bb53147f093d0f4b,2020-06-18T14:07:31Z,0xdbb59151b18dd72e9ac092706e93de5b5d7a9325,0xc35a5fec6be6957899e15559be252db882220b37,0x79986af15539de2db9a5086382daeda917a9cf0c,1601,48.66666666666666,30,NFTFi,1.25,280,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1250000000000000000,Cryptovoxels
0x1d225440e99ead2593656a8e4017d62485da250d25cac05b5af61fd0e4d168ff,2020-06-20T21:11:06Z,0x7c00c9f0e7aed440c0c730a9bd9ee4f49de20d5c,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0x6c7b6cc55d4098400ac787c8793205d3e86c37c9,22,121.66666666666666,30,NFTFi,3,668.52,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000000000000000000,JOYWORLD S2
0xcec07aa9bdf75472d83839c9400375367b6c3d19e8bfdf5c4dd302ff65cc535e,2020-06-21T09:40:10Z,0xc35a5fec6be6957899e15559be252db882220b37,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0x06012c8cf97bead5deae237070f9587f8e7a266d,1187881,91.57706093189964,30,NFTFi,1.86,418.87199999999996,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1860000000000000000,CryptoKitties
0x9c102d04d05490ba45954ac4837e852d1c18bffa747c572fe2a6fb48e3e7c5b0,2020-06-23T01:15:07Z,0xa16ce88f9f702d390244ce016f9416b23c9c3027,0xc35a5fec6be6957899e15559be252db882220b37,0xfbeef911dc5821886e1dda71586d90ed28174b7d,122963,73,30,NFTFi,0.5,118.905,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500000000000000000,Known Origin
0xb128f35d53cd66ee0d919479f319ce38b4f0a7f36db63ba089f2ddcdef341273,2020-06-23T15:47:48Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0xecf7ef42b57ee37a959bf507183c5dd6bf182081,83,121.66666666666666,30,NFTFi,3,720.03,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000000000000000000,Josie
0xe1c23cfad2c77cc4a9cdf0d6eb6eaee595740d3d9d89e191eb567237e807eeb7,2020-06-23T15:50:16Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0xf3e778f839934fc819cfa1040aabacecba01e049,92,121.66666666666666,30,NFTFi,2.5,599.15,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2500000000000000000,Avastars
0xb9f1eacd35fd0a1e709dc77617f0e76be03cd148de35c110a8ba295a25457bcc,2020-06-23T19:01:00Z,0x6fd155b9d52f80e8a73a8a2537268602978486e2,0xc35a5fec6be6957899e15559be252db882220b37,0xecf7ef42b57ee37a959bf507183c5dd6bf182081,167,60.83333333333333,30,NFTFi,0.6,144.14399999999998,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,600000000000000000,Josie
0x0c2bfe68188406f9202f6df7c77eb50b4216f926977ab18f6c0bad6035040fa8,2020-06-24T12:48:01Z,0xdbb59151b18dd72e9ac092706e93de5b5d7a9325,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0xf3e778f839934fc819cfa1040aabacecba01e049,40,121.66666666666666,30,NFTFi,2.5,585.5999999999999,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2500000000000000000,Avastars
0xfad93c09b9392edfbf8e50801f3e48256bffd9cd01bf6181add809c0506cc9e0,2020-06-28T03:53:16Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0x10cfd6263d33428b9a87ada54284d6a5dccc1080,0x79986af15539de2db9a5086382daeda917a9cf0c,2378,116.8,30,NFTFi,2.5,540.425,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2500000000000000000,Cryptovoxels
0x15247ac4f2d9445e0f40bcb53a9908b93166bcb785eebac99ae03491b9c67abe,2020-06-28T05:17:07Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0x10cfd6263d33428b9a87ada54284d6a5dccc1080,0x79986af15539de2db9a5086382daeda917a9cf0c,2866,121.66666666666666,30,NFTFi,2.5,537.5749999999999,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2500000000000000000,Cryptovoxels
0x63dc7197c8b2c9f7397e91350ab173142b137189d194a49eb9621717ea1e47b0,2020-06-28T07:35:01Z,0xa16ce88f9f702d390244ce016f9416b23c9c3027,0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,0xecf7ef42b57ee37a959bf507183c5dd6bf182081,141,81.84848484848484,30,NFTFi,0.55,118.89900000000002,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,550000000000000000,Josie
0xf252a80969cf2869d1fe47ebd6f0581346a96f3d1ac0e47d91544f4df9a2e16f,2020-06-29T21:54:35Z,0xc35a5fec6be6957899e15559be252db882220b37,0xfb60bbae6896fc36b1db29e1a0dacaf21aa96fa5,0x79986af15539de2db9a5086382daeda917a9cf0c,630,34.76190476190475,30,NFTFi,3.5,768.8449999999999,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3500000000000000000,Cryptovoxels
0x3e7dc01444e263f78464ad6a4a679511e7e892945c592973bda3481fcf79083c,2020-06-29T22:02:53Z,0xc35a5fec6be6957899e15559be252db882220b37,0xfb60bbae6896fc36b1db29e1a0dacaf21aa96fa5,0x79986af15539de2db9a5086382daeda917a9cf0c,643,30.416666666666664,30,NFTFi,4,878.56,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4000000000000000000,Cryptovoxels
0xcc32c2648527e3375ded2982650e7719aa074c5fcb2fb0a652db057fa279cc60,2020-06-29T22:45:32Z,0x96d80fdec427117b5bed01bd24fb3c960487e872,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0x79986af15539de2db9a5086382daeda917a9cf0c,2642,121.66666666666666,30,NFTFi,2,437.96,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2000000000000000000,Cryptovoxels
